0,7.3889,8.2222,8.1111,8.3889,7.4444,8.2222,8.0556,8.1667,7.5556
7.3889,0,7.8889,7.8333,8.6667,2.0556,7.6667,7.6667,7.6111,7.5556
8.2222,7.8889,0,2.8889,5.7222,7.2222,8.5556,8.6111,8.5556,8.7778
8.1111,7.8333,2.8889,0,4.8889,7.6111,8,8.4444,8.6111,8.7778
8.3889,8.6667,5.7222,4.8889,0,8.7222,8.7222,8.7222,8.6111,8.8333
7.4444,2.0556,7.2222,7.6111,8.7222,0,6.7222,6.9444,6.3333,6.6667
8.2222,7.6667,8.5556,8,8.7222,6.7222,0,1.8333,1.2222,0.83333
8.0556,7.6667,8.6111,8.4444,8.7222,6.9444,1.8333,0,0.77778,1
8.1667,7.6111,8.5556,8.6111,8.6111,6.3333,1.2222,0.77778,0,1.7778
7.5556,7.5556,8.7778,8.7778,8.8333,6.6667,0.83333,1,1.7778,0
