117,378,335,390,172.6365594053641,30.738931712694466,152,54,70,129,359,345,390,123,417,91,336,111,343,160
371,135,311,110,398,201,399,262,404,315,227,140,119,236,138,179,40.45689737889916,263.1556809786707,88,201
269,343,382.70345682278275,188.02840212825686,242,227,243,228,192,229,382,233,130,69,129,107,174,87,90,89
145,41,251,110,172,121,209,92,174,75,209,143,343,140,300,144,305,188,264,165
66,423,95,315,272,50,316.4025122625753,34.70564462710172,227,99,41,318,109,236,92.54067508503795,170.3536364575848,164,177,137,180
274,266,418.59884824138135,92.83583989366889,80,29,116,22,75.8171513536945,384.3892151117325,356,64,448,438,380,479,458,461,415,432
470,184,405,133,376,74,338,38,282,22,385,181,278,214,279,254,325,235,322,260
480,137,300,241,142,333,172,387,50,480,362,231,326,115,322,43,350,89,300.45069319196045,87.87021154072136
311,63,38,159,147.12989651598036,62.39038350991905,199,65,256,61,36,234,47,355,30,304,47.926237187348306,453.9529991103336,56,414
457.8169263866197,446.1281974193857,471.9008348835874,357.55812281331777,63.732980593828465,302.5403445752988,277.80842601997995,396.3167126789084,271,84,385.1100935603481,472.7517921999504,59,94,76,74,321.2594222426902,24.25242248691229,113,96
113,307,142,343,185,362,226,376,261,398,146,272,80,126,174,246,137,156,178,197
342,296,52,203,295,203,254,203,255,296,103,205,114,55,144,41,191,52,183,81
357,138,289,106,180,474,149.71790289040655,447.12670917622745,148,410,222,101,141,69,127,116,160,85,100,86
357.48198367724575,262.6095148430303,107.17046014634843,221.8852739220778,228,68,86.8399263248722,216.7412542589907,62.57293490776408,304.9106064266934,73.90550018317415,258.1391495670198,467.1761385211639,324.9867045346912,396.39940795583095,313.3838462171421,60,86,59,64
20,480,386,366,306,34,219.06678449828178,23.801005836576223,413,50,439,330,37,140,20,196,54,155,20,165
373,80,286,162,170,105,250,82,309,66,257,125,108,134,114,187,149,219,163,164
271,68,68.11518084286872,345.39399677324735,446.0209157367062,128.6398815989353,47,100,169.68373569590355,449.9340326815187,432.4687436698556,350.4268599911941,159,79,186.51153829087522,191.929583129443,441.58229162332145,418.19255315410345,463.3557808962158,135.2996881556616
306,195,384,244,324,253,332,297,262,211,384,289,382,197,358,176,300,140,344,134
88,229,98,288,98,92,153,109,186,150,102,352,213,271,167,367,197,330,219,210
460,459,77,118,117,400,103,470,49,428,61,44,465,117,420,91,450,36,380,47
