251,160,275.41045960970223,64.37977549154311,259,136,264,100,179,128,195,56,179,149,184,96,99,105,106,136,94,153,106.10585321672261,59.758615219034255,359,97,331,112,332,145,335,175
358,440,234,97,434,202,56,441,370,438,192,90,436,153,75,442,404,442,152,89,436,118,115,439,428,438,88,78,429,77,141,439
415.5,244.15000915527344,219.5,184.15000915527344,222.70001220703125,160.54998779296875,20,178.9499969482422,413.9000244140625,332.95001220703125,218.70001220703125,326.95001220703125,211.5,257.3500061035156,20,299.75,411.5,410.5500183105469,202.70001220703125,435.75,198.70001220703125,477.3500061035156,20,426.95001220703125,415.5,116.95000457763672,230.70001220703125,41.75,213.9000244140625,89.75,20,130.14999389648437
165,42,440,275,300,407,98,187,116,43,441,318,270,440,68,216,69,42,442,366,240,470,35,240,210,45,440,231,333,378,125,163
199,129,123,51,196,51,122,132,298,271,378,55,299,56,388,123,299,125,379,352,295,353,384,275,198,268,118,347,199,349,111,279
299,131,379,123,341,127,239,134,295,179,380,172,341,177,244,191,295,31,377,34,339,32,237,32,295,80,376,79,345,78,242,81
41,32,36,82,101,89,100,32,275,32,273,82,351,85,349,32,413,32,405,85,462,88,467,35,155,31,158,85,212,87,211,32
124,226,124,66,125,117,122,169,230,233,230,69,226,116,228,172,178,234,173,68,173,115,174,172,79,231,78,66,77,117,72,170
122,222,304,365,368,480,70,131,195,153,353,321,433,442,123,78,233,118,368,292,462,414,154,52,157,188,333,351,396,465,96,104
467,297,387,44,390,127,380,295,56,113,56,30,66,69,59,167,110,115,108,20,112,69,112,172,466,183,444,38,439,114,397,215
269,427,230,91,288,239,345,313,356,427,240,117,257,183,369,349,398,424,249,144,273,214,398,377,309,427,222,63,272,265,313,284
47,117,253,121,352,105,138,137,51,26,252,25,351,20,137,26,51,72,252,76,354,63,138,82,50,162,252,171,354,147,137,197
106,409,204,335,158,373,53,454,37,386,188,280,143,320,95,354,47,314,196,202,150,243,103,278,135,473,263,375,213,394,164,432
126,186,243,443,134,342,193,28,128,97,185,392,136,271,305,23,127,52,158,367,136,233,365,27,127,143,214,417,134,305,249,28
280.9999694824219,240,270.9999694824219,160,279.9999694824219,105,279.9999694824219,295,340.9999694824219,245,337.9999694824219,157,339.9999694824219,96,344.9999694824219,295,415.9999694824219,240,407.9999694824219,160,405.9999694824219,107,406.9999694824219,305,215.99996948242188,237,203.99996948242188,156,209.99996948242188,90,211.99996948242188,285
131,187,138,81,139,32,135,138,33,186,43,82,42,33,33,138,82,185,92,82,89,32,84,137,185,188,187,80,183,32,188,138
254,115,255,161,287,190,317,216,174,165,198,211,223,245,249,275,140,206,167,235,186,268,214,299,216,134,221,176,250,212,282,245
167,27,170,155,81.99999237060547,102,393,33,94.84387674368918,26.27315548248589,41.99999237060547,156,151,100,242,33,59.99999237060547,27,123.99999237060547,155,117.99999237060547,101,291,33,131,27,81.99999237060547,155,45.99999237060547,102,342,33
246,352,240,302,245,250,250,408,66,354,70,303,72,247,61,415,128,353,123,294,121,248,129,407,181,352,182,297,180,252,189,408
294,209,345,257,287,259,352,207,114,192,76.13686332013458,242.08999150898308,114,234,62,180,109.83119613490999,117.01828689780086,172,60,152,46,151,102,288,142,330,84,262,68,346.08860086183995,146.7578683886677
