398,101,148,373,165,343,431,144,434,112,80,316,185,377,328,115,368,140,86,397,42,350,355,74,432,55,131,389,119,327,293,74
264.9999694824219,310,170.99996948242188,213,146.99996948242188,228,352.9999694824219,212,259.9999694824219,282,150.99996948242188,180,177.99996948242188,188,402.74269169196486,148.60703031066805,297.9999694824219,277,205.55970657616854,86.18919755332172,110.99996948242188,168,350.9201362123713,137.01996813062578,269.9999694824219,222,202.99996948242188,152,144.99996948242188,128,313.9999694824219,176
32,361,372,343,251,346,189,396,61,336,396,336,284,327,166,365,27,296,401,288,304,293,202,296,81,293,351,291,254,293,142,302
263,121,173,133,177,60,250,240,255,145,182,155,168,41,230,233,337,181,214,177,221,98,279,267,291,154,182,201,206,65,329,289
216.99996948242188,212,164.99996948242188,366,152.99996948242188,382,203.99996948242188,227,233.99996948242188,195,177.99996948242188,352,139.99996948242188,399,193.99996948242188,240,241.99996948242188,155,80.99996948242188,468,106.99996948242188,432,165.99996948242188,279,233.99996948242188,147,86.99996948242188,462,106.99996948242188,423,176.99996948242188,273
401,202,56,193,55,246,353,199,405,142,28,176,22,229,365,138,217,35,107,62,36,103,391,32,235,96,62,34,90,129,322,32
314,212,113,212,166,215,240,218,313,170,114,179,165,179,238,185,314,119,114,132,170,129,237,137,314,63,114,77,168,73,236,71
277,119,368,235,468,316,200,50,244,147,346,268,449,342,171,71,185,233,282,335,392,422,88,140,131,276,249,381,339,462,43,186
403,237,409,372,412,332,407,299,346,239,354,379,346,330,349,283,423,106,418,443,411,174,346,105,431,49,352,446,344,176,352,41
165,202,203,139,217,187,183,215,153,222,226,136,222,163,171,244,185,340,200,98,271,199,138,265,136,320,246,114,249,165,192,279
380.9999694824219,171,212.99996948242188,37,205.99996948242188,86,420.9999694824219,163,361.9999694824219,136,237.99996948242188,73,232.99996948242188,126,393.9999694824219,150,349.9999694824219,95,263.9999694824219,39,265.9999694824219,151,431.9999694824219,116,340.9999694824219,33,266.9999694824219,95,281.9999694824219,198,404.9999694824219,71
150,43,168,361,137,258,179,150,125.99999237060547,43,140,360,113.99999237060547,258,153,148,90.99999237060547,43,40.99999237060547,354,80.99999237060547,261,41.99999237060547,146,41.99999237060547,41,94.99999237060547,357,35.99999237060547,262,104.99999237060547,147
339,370,340,282,338,318,341,427,306,369,302,278,302,317,307,426,266,368,257,262,262,317,258,427,210,365,201,264,212,318,192,429
79,294,403,250,336,260,154,279,137,152,392,199,318,204,207,141,154,41,376,121,307,123,215,35,55,111,345,41,291,46,221,96
382,293,422,343,401,373,330,304,383,272,423,364,350,374,330,278,383,239,458,319,407,319,331,235,384,196,459,364,376,350,332,176
478.7000732421875,63.350006103515625,476.300048828125,178.5500030517578,453.10003662109375,200.95001220703125,461.10003662109375,48.95000076293945,20,257.75,321.9000244140625,242.55001831054687,333.9000244140625,244.95001220703125,27.5,267.3500061035156,226.70001220703125,467.75,151.5,68.95000457763672,119.5,64.1500015258789,157.9000244140625,480,171.5,480,159.5,56.150001525878906,137.9000244140625,73.75,197.10003662109375,480
309.9999694824219,217,245.99996948242188,121,201.99996948242188,163,319.9999694824219,316,257.9999694824219,408,143.99996948242188,256,227.99996948242188,125,346.9999694824219,291,185.99996948242188,406,77.99996948242188,241,185.99996948242188,112,352.9999694824219,329,222.99996948242188,423,220.99996948242188,266,201.99996948242188,142,379.9999694824219,369
110,71,332,260,274,322,220,160,86,96,247,343,291,234,204,138,132,161,329,316,293,274,191,179,130,109,296,351,250,225,154,214
283,263,257,227,211,242,243,271,299,315,252,185,207,196,254,340,290,383,307,71,293,139,348,355,389,398,238,53,207,140,333,444
416.8983814487753,187.15335178076478,401.77712016376836,334.6279851484917,334.84629053506256,475.4903441020721,26.890854884005627,265.86590750057036,20,111,404.6043895320229,228.34454958874247,295,20,480,44,20,263,208,464,164,77,480,255,21,480,220,263,322,148,406.53669005933335,469.47303418629934
