0,2.1004,1.5265,1.2569,0.62097,2.289,0.95342,2.1727,1.8065,1.5158
2.1004,0,2.1279,1.6107,2.1585,1.3259,2.2329,1.0357,2.4406,1.8632
1.5265,2.1279,0,2.0537,1.4584,2.0639,1.6578,2.1247,0.96954,1.9755
1.2569,1.6107,2.0537,0,1.3853,2.2326,1.3378,1.5609,2.2057,0.96567
0.62097,2.1585,1.4584,1.3853,0,2.2807,0.84095,2.18,1.7255,1.5163
2.289,1.3259,2.0639,2.2326,2.2807,0,2.4671,1.5867,2.4412,2.3588
0.95342,2.2329,1.6578,1.3378,0.84095,2.4671,0,1.9546,1.6838,1.1221
2.1727,1.0357,2.1247,1.5609,2.18,1.5867,1.9546,0,2.1477,1.3978
1.8065,2.4406,0.96954,2.2057,1.7255,2.4412,1.6838,2.1477,0,1.8939
1.5158,1.8632,1.9755,0.96567,1.5163,2.3588,1.1221,1.3978,1.8939,0
