0,0.77969,0.6764,0.51496,0.28248,0.97249,0.45667,0.90929,0.76259,0.62619
0.77969,0,0.77934,0.68313,0.84826,0.53158,0.8823,0.48143,0.93376,0.69902
0.6764,0.77934,0,0.83879,0.61281,0.8262,0.66874,0.87244,0.40058,0.81882
0.51496,0.68313,0.83879,0,0.57427,0.94453,0.56919,0.71929,0.9134,0.3756
0.28248,0.84826,0.61281,0.57427,0,0.98977,0.47096,0.96205,0.73481,0.66801
0.97249,0.53158,0.8262,0.94453,0.98977,0,1,0.68246,0.98697,0.94457
0.45667,0.8823,0.66874,0.56919,0.47096,1,0,0.83847,0.67105,0.46146
0.90929,0.48143,0.87244,0.71929,0.96205,0.68246,0.83847,0,0.89137,0.58327
0.76259,0.93376,0.40058,0.9134,0.73481,0.98697,0.67105,0.89137,0,0.82605
0.62619,0.69902,0.81882,0.3756,0.66801,0.94457,0.46146,0.58327,0.82605,0
