0,0.89738,0.61741,0.91144,0.5394,0.76063,0.76196,0.6615,0.75005,0.37086
0.89738,0,0.86584,0.44604,0.81847,0.60136,0.72287,0.86975,0.74772,0.90687
0.61741,0.86584,0,0.92805,0.84696,0.7792,1,0.81705,0.51956,0.66532
0.91144,0.44604,0.92805,0,0.74524,0.60853,0.57554,0.88597,0.87122,0.96218
0.5394,0.81847,0.84696,0.74524,0,0.70252,0.43817,0.65948,0.86542,0.6014
0.76063,0.60136,0.7792,0.60853,0.70252,0,0.7509,0.59211,0.67189,0.912
0.76196,0.72287,1,0.57554,0.43817,0.7509,0,0.81498,0.96328,0.78431
0.6615,0.86975,0.81705,0.88597,0.65948,0.59211,0.81498,0,0.71709,0.76268
0.75005,0.74772,0.51956,0.87122,0.86542,0.67189,0.96328,0.71709,0,0.76915
0.37086,0.90687,0.66532,0.96218,0.6014,0.912,0.78431,0.76268,0.76915,0
