1.2264,1.8337,1.6421,1.2217,1.4511,2.1055,1.5688,0.9474,1.1826,1.017,1.2613,1.2081,1.3418,1.4511,1.7777,1.6819,2.3591,1.6641,1.1066,1.1394,1.3175,1.6611,1.0449,2.1055,1.6819,1.6965,1.3686,1.4441,1.8652,1.4616,1.2988,1.1102,2.045,1.5688,2.3591,1.3686,1.2706,1.5533,1.5405,1.241,1.2593,1.124,2.1797,0.9474,1.6641,1.4441,1.5533,1.3509,1.871,1.1606,1.376,2.0601,1.5334,1.1826,1.1066,1.8652,1.5405,1.871,1.1132,1.0127,0.95782,1.8857,1.2703,1.017,1.1394,1.4616,1.241,1.1606,1.0127,2.5644,1.335,1.6054,1.2264,1.2613,1.3175,1.2988,1.2593,1.376,0.95782,1.335,1.1933,1.2502,1.8337,1.2081,1.6611,1.1102,1.124,2.0601,1.8857,1.6054,1.2502,1.9937
0.39474,0.76733,0.81713,0.53883,0.22554,0.54349,0.43178,0.37981,0.70557,1.6423,1.1009,0.53063,0.48797,0.22554,0.37912,0.065788,0.50199,0.37501,0.012916,0.97078,0.52532,0.27763,0.79209,0.54349,0.065788,0.4631,-0.030459,0.84157,0.70853,0.61519,0.74241,1.2099,0.52177,0.43178,0.50199,-0.030459,0.63763,0.0049875,0.48797,0.56531,0.63605,0.67549,0.47188,0.37981,0.37501,0.84157,0.0049875,0.75893,0.7193,1.2553,0.76686,0.75893,1.5751,0.70557,0.012916,0.70853,0.48797,0.7193,0.43308,0.69863,0.84544,0.729,0.5738,1.6423,0.97078,0.61519,0.56531,1.2553,0.69863,0.44597,2.3881,0.91469,0.39474,1.1009,0.52532,0.74241,0.63605,0.76686,0.84544,2.3881,0.46813,0.55904,0.76733,0.53063,0.27763,1.2099,0.67549,0.75893,0.729,0.91469,0.55904,0.44469
1.5386,1.0661,1.1681,1.4568,1.36,1.1759,1.4422,1.1697,1.7364,1.2087,1.0343,1.7989,1.0526,1.36,1.0072,1.1777,1.8302,1.3737,1.5315,1.5375,1.1814,1.4063,1.1036,1.1759,1.1777,1.8218,1.1442,1.3669,1.0882,1.3903,1.4325,1.2366,1.0257,1.4422,1.8302,1.1442,1.6164,2.5104,1.3612,1.2054,1.3358,1.5744,1.6436,1.1697,1.3737,1.3669,2.5104,1.0069,1.1644,1.735,1.4144,1.967,1.1628,1.7364,1.5315,1.0882,1.3612,1.1644,1.0257,1.7933,1.0832,1.5023,1.0473,1.2087,1.5375,1.3903,1.2054,1.735,1.7933,1.3156,1.6906,1.1969,1.5386,1.0343,1.1814,1.4325,1.3358,1.4144,1.0832,1.6906,0.97833,1.0343,1.0661,1.7989,1.4063,1.2366,1.5744,1.967,1.5023,1.1969,1.0343,1.3062
0.97569,1.1746,1.5872,0.97569,1.5732,1.2689,1.5014,1.3408,4.663,1.1777,1.3486,1.1407,1.0145,1.5732,1.1531,1.5663,1.2675,1.076,1.2392,0.94157,1.0501,1.2314,1.2986,1.2689,1.5663,1.1875,0.94429,1.1115,1.2337,1.5734,1.2048,1.1436,1.0989,1.5014,1.2675,0.94429,1.298,0.94507,0.95666,1.016,1.0332,0.9605,1.757,1.3408,1.076,1.1115,0.94507,1.5994,0.90947,1.1314,0.90987,1.8733,1.1594,4.663,1.2392,1.2337,0.95666,0.90947,1.5634,0.97607,1.6192,1.1275,1.19,1.1777,0.94157,1.5734,1.016,1.1314,0.97607,1.017,1.0512,1.282,0.97569,1.3486,1.0501,1.2048,1.0332,0.90987,1.6192,1.0512,1.2845,1.1787,1.1746,1.1407,1.2314,1.1436,0.9605,1.8733,1.1275,1.282,1.1787,1.5112
1.0929,1.3762,0.93019,1.6775,1.0065,1.2167,1.0382,2.2078,1.2999,1.6577,1.1531,1.528,1.1997,1.0065,2.4792,0.97267,0.95551,0.96508,1.2898,1.1119,2.2889,1.2829,1.0879,1.2167,0.97267,1.7788,1.0065,1.0852,1.2191,1.0835,0.9704,2.0628,1.7634,1.0382,0.95551,1.0065,1.2585,1.1628,1.7069,0.90179,1.0325,1.1253,1.4061,2.2078,0.96508,1.0852,1.1628,1.3496,1.2424,1.2024,0.81669,1.0463,2.2234,1.2999,1.2898,1.2191,1.7069,1.2424,1.2539,1.573,0.9738,1.0661,1.2942,1.6577,1.1119,1.0835,0.90179,1.2024,1.573,1.1578,1.2048,1.3656,1.0929,1.1531,2.2889,0.9704,1.0325,0.81669,0.9738,1.2048,1.0442,0.86878,1.3762,1.528,1.2829,2.0628,1.1253,1.0463,1.0661,1.3656,0.86878,1.0578
0.9582,0.91469,1.3199,1.1603,0.78846,1.2398,1.1171,1.5864,0.93374,1.0743,1.148,0.86542,1.2917,0.78846,0.85186,1.1301,1.331,0.85527,0.86078,1.2444,1.1802,1.2143,0.84801,1.2398,1.1301,1.1493,0.71295,1.0906,1.6394,1.8475,0.92426,0.892,1.744,1.1171,1.331,0.71295,0.96736,0.86542,1.2021,1.0357,1.1115,1.0293,1.2829,1.5864,0.85527,1.0906,0.86542,0.83465,1.0438,0.92108,1.1927,1.4061,1.1145,0.93374,0.86078,1.6394,1.2021,1.0438,1.6409,1.412,0.96432,1.1039,1.6204,1.0743,1.2444,1.8475,1.0357,0.92108,1.412,1.0036,1.2765,0.83073,0.9582,1.148,1.1802,0.92426,1.1115,1.1927,0.96432,1.2765,0.84844,0.96165,0.91469,0.86542,1.2143,0.892,1.0293,1.4061,1.1039,0.83073,0.96165,0.87672
0.56985,1.055,0.8738,0.45044,0.43954,0.92466,0.55618,1.0606,0.68914,1.6237,0.52768,1.4002,0.47063,0.43954,0.64815,1.0633,0.60103,0.9888,1.0006,0.89527,0.66269,0.53766,0.58779,0.92466,1.0633,0.84844,0.54232,0.40279,1.178,1.0933,0.5182,1.1119,1.2519,0.55618,0.60103,0.54232,0.55158,0.51879,0.892,1.4004,0.78481,0.99732,1.6967,1.0606,0.9888,0.40279,0.51879,0.66062,1.2964,0.85143,1.0933,0.51879,0.55618,0.68914,1.0006,1.178,0.892,1.2964,0.79209,1.0466,1.2143,0.9738,0.43954,1.6237,0.89527,1.0933,1.4004,0.85143,1.0466,0.93688,0.77381,0.8096,0.56985,0.52768,0.66269,0.5182,0.78481,1.0933,1.2143,0.77381,1.3202,0.71686,1.055,1.4002,0.53766,1.1119,0.99732,0.51879,0.9738,0.8096,0.71686,0.89853
0.9802,2.2289,1.7886,0.9685,1.0825,2.0994,1.047,1.2895,1.1515,1.3476,1.2604,1.2901,1.0374,1.0825,1.1833,0.96203,1.5025,1.0065,1.8353,1.0167,1.2308,1.2346,1.1622,2.0994,0.96203,2.8008,1.5034,0.98694,1.4542,1.6821,1.2485,1.3308,1.2372,1.047,1.5025,1.5034,1.8561,1.775,1.3231,2.1852,1.1458,1.5087,1.1591,1.2895,1.0065,0.98694,1.775,1.8388,1.2296,1.6078,1.1808,1.9973,1.1439,1.1515,1.8353,1.4542,1.3231,1.2296,0.98095,1.5478,1.9318,1.3102,1.2873,1.3476,1.0167,1.6821,2.1852,1.6078,1.5478,1.3533,2.3137,1.7178,0.9802,1.2604,1.2308,1.2485,1.1458,1.1808,1.9318,2.3137,1.0969,0.99288,2.2289,1.2901,1.2346,1.3308,1.5087,1.9973,1.3102,1.7178,0.99288,1.005
0.52827,0.47375,0.25154,1.4607,0.8011,0.73716,0.30969,0.10706,0.041142,0.60158,0.88624,0.057325,-0.10203,0.8011,1.2149,1.4727,0.32786,0.10526,0.54523,0.83768,1.6156,0.22314,1.6296,0.73716,1.4727,0.93334,0.72416,-0.09982,0.40613,1.016,0.67956,0.84887,1.4339,0.30969,0.32786,0.72416,1.2427,0.76733,1.499,0.29342,0.54754,0.074179,0.87255,0.10706,0.10526,-0.09982,0.76733,1.3037,0.46373,-0.21691,0.85866,3.3629,1.1019,0.041142,0.54523,0.40613,1.499,0.46373,1.6535,0.32858,0.37087,0.92267,0.76034,0.60158,0.83768,1.016,0.29342,-0.21691,0.32858,1.7908,0.19557,0.98731,0.52827,0.88624,1.6156,0.67956,0.54754,0.85866,0.37087,0.19557,0.91709,0.42461,0.47375,0.057325,0.22314,0.84887,0.074179,3.3629,0.92267,0.98731,0.42461,0.73621
2.2437,1.2413,1.0939,1.0671,1.0047,0.86205,1.3105,1.2903,1.5945,1.7831,1.2018,1.6261,1.2539,1.0047,1.1487,1.897,0.90745,1.0424,1.2499,1.0043,2.0675,1.0959,1.2539,0.86205,1.897,0.80469,0.76174,1.5734,1.4002,1.5243,1.4663,1.8687,1.4793,1.3105,0.90745,0.76174,1.5617,0.77427,1.0983,0.90826,1.001,1.6022,2.322,1.2903,1.0424,1.5734,0.77427,1.021,1.0929,1.2185,1.1327,1.1223,1.4448,1.5945,1.2499,1.4002,1.0983,1.0929,1.2953,1.2616,1.6448,1.8421,1.0781,1.7831,1.0043,1.5243,0.90826,1.2185,1.2616,1.2953,1.5699,1.3313,2.2437,1.2018,2.0675,1.4663,1.001,1.1327,1.6448,1.5699,0.84372,1.727,1.2413,1.6261,1.0959,1.8687,1.6022,1.1223,1.8421,1.3313,1.727,0.93609
