0,0.96173,0.90135,0.72938,0.38544,0.99784,0.47601,1,0.89164,0.76119
0.96173,0,0.98976,0.87871,0.96226,0.8124,0.98275,0.56496,0.96226,0.83181
0.90135,0.98976,0,0.96011,0.8938,0.95256,0.88787,0.90566,0.38329,0.90889
0.72938,0.87871,0.96011,0,0.83881,1,0.67817,0.82372,0.97143,0.45553
0.38544,0.96226,0.8938,0.83881,0,0.9504,0.62911,0.91105,0.76873,0.75957
0.99784,0.8124,0.95256,1,0.9504,0,0.95795,0.70836,0.91051,0.94825
0.47601,0.98275,0.88787,0.67817,0.62911,0.95795,0,0.81402,0.71752,0.52722
1,0.56496,0.90566,0.82372,0.91105,0.70836,0.81402,0,0.88841,0.74987
0.89164,0.96226,0.38329,0.97143,0.76873,0.91051,0.71752,0.88841,0,0.85175
0.76119,0.83181,0.90889,0.45553,0.75957,0.94825,0.52722,0.74987,0.85175,0
