0,0.88052,0.58632,0.87977,0.61109,0.89395,0.79014,0.70727,0.81645,0.45223
0.88052,0,0.81078,0.48464,0.82866,0.7314,0.76821,0.98308,0.76928,0.91088
0.58632,0.81078,0,0.90203,0.81408,0.88497,0.96172,0.90297,0.64621,0.6929
0.87977,0.48464,0.90203,0,0.68694,0.5949,0.69085,0.9178,0.92516,0.99923
0.61109,0.82866,0.81408,0.68694,0,0.78719,0.43604,0.76152,0.94911,0.69443
0.89395,0.7314,0.88497,0.5949,0.78719,0,0.87961,0.72199,0.82012,1
0.79014,0.76821,0.96172,0.69085,0.43604,0.87961,0,0.8663,0.941,0.72166
0.70727,0.98308,0.90297,0.9178,0.76152,0.72199,0.8663,0,0.74144,0.72455
0.81645,0.76928,0.64621,0.92516,0.94911,0.82012,0.941,0.74144,0,0.7611
0.45223,0.91088,0.6929,0.99923,0.69443,1,0.72166,0.72455,0.7611,0
