0,0.86048,0.7009,0.47396,0.26054,0.93062,0.35765,0.85471,0.77005,0.57801
0.86048,0,0.95271,0.70017,0.90253,0.51072,0.93967,0.37859,1,0.80795
0.7009,0.95271,0,0.85204,0.60421,0.85236,0.63891,0.87685,0.36133,0.79831
0.47396,0.70017,0.85204,0,0.52839,0.88322,0.51525,0.68812,0.92595,0.37435
0.26054,0.90253,0.60421,0.52839,0,0.88913,0.35315,0.83751,0.66461,0.58965
0.93062,0.51072,0.85236,0.88322,0.88913,0,0.93169,0.52914,0.87669,0.89141
0.35765,0.93967,0.63891,0.51525,0.35315,0.93169,0,0.79264,0.65407,0.41671
0.85471,0.37859,0.87685,0.68812,0.83751,0.52914,0.79264,0,0.81964,0.61143
0.77005,1,0.36133,0.92595,0.66461,0.87669,0.65407,0.81964,0,0.76762
0.57801,0.80795,0.79831,0.37435,0.58965,0.89141,0.41671,0.61143,0.76762,0
