0,0.98152,0.82833,1,0.80216,0.96998,0.92533,0.78291,0.92302,0.62048
0.98152,0,0.97075,0.7398,0.95073,0.84681,0.85989,0.98306,0.89684,0.95766
0.82833,0.97075,0,0.96998,0.92071,0.89376,0.93687,0.9107,0.67129,0.85527
1,0.7398,0.96998,0,0.87683,0.73364,0.70824,0.9669,0.94226,0.98845
0.80216,0.95073,0.92071,0.87683,0,0.86682,0.63356,0.83295,0.96305,0.79831
0.96998,0.84681,0.89376,0.73364,0.86682,0,0.87298,0.76674,0.87221,0.96305
0.92533,0.85989,0.93687,0.70824,0.63356,0.87298,0,0.96074,0.90762,0.94303
0.78291,0.98306,0.9107,0.9669,0.83295,0.76674,0.96074,0,0.84758,0.89145
0.92302,0.89684,0.67129,0.94226,0.96305,0.87221,0.90762,0.84758,0,0.87298
0.62048,0.95766,0.85527,0.98845,0.79831,0.96305,0.94303,0.89145,0.87298,0
