0,8.2632,7,8.4211,6.7895,8.1579,7.7895,6.6316,7.7895,5.2632
8.2632,0,8.1579,6.2632,8,7.1579,7.2632,8.2632,7.5789,8.0526
7,8.1579,0,8.1579,7.7368,7.5263,7.8947,7.6842,5.6842,7.2105
8.4211,6.2632,8.1579,0,7.4211,6.2105,6,8.1579,7.9474,8.3158
6.7895,8,7.7368,7.4211,0,7.3158,5.3684,7.0526,8.1053,6.7368
8.1579,7.1579,7.5263,6.2105,7.3158,0,7.3684,6.4737,7.3684,8.1053
7.7895,7.2632,7.8947,6,5.3684,7.3684,0,8.1053,7.6842,7.9474
6.6316,8.2632,7.6842,8.1579,7.0526,6.4737,8.1053,0,7.1579,7.5263
7.7895,7.5789,5.6842,7.9474,8.1053,7.3684,7.6842,7.1579,0,7.3684
5.2632,8.0526,7.2105,8.3158,6.7368,8.1053,7.9474,7.5263,7.3684,0
