0,0.80859,0.65788,0.49515,0.28047,0.85799,0.38775,0.83451,0.78037,0.57761
0.80859,0,0.87688,0.70904,0.78805,0.53124,0.85544,0.47985,1,0.76299
0.65788,0.87688,0,0.81331,0.60752,0.73756,0.69849,0.87598,0.40614,0.76503
0.49515,0.70904,0.81331,0,0.52069,0.80753,0.51528,0.61552,0.86064,0.34037
0.28047,0.78805,0.60752,0.52069,0,0.82295,0.40208,0.79786,0.72777,0.54662
0.85799,0.53124,0.73756,0.80753,0.82295,0,0.91585,0.62657,0.87133,0.84218
0.38775,0.85544,0.69849,0.51528,0.40208,0.91585,0,0.71905,0.67412,0.39791
0.83451,0.47985,0.87598,0.61552,0.79786,0.62657,0.71905,0,0.84627,0.54409
0.78037,1,0.40614,0.86064,0.72777,0.87133,0.67412,0.84627,0,0.75373
0.57761,0.76299,0.76503,0.34037,0.54662,0.84218,0.39791,0.54409,0.75373,0
