1.4002,0.87838,1.3029,1.0588,0.74146,0.84415,0.88211,1.3043,1.0367,0.84415,0.50017,0.903,1.0678,0.6254,0.8493,1.0543,0.79615,0.75847,0.61248,0.61788,0.83898,1.1703,0.95474,0.95243,0.96926,0.57998,0.46058,0.842,0.53825,0.82198,1.1314,0.87589,1.0065,0.7193,0.58834,0.86078,0.57324,0.87921,1.0818,0.89772,1.2964,0.53474,1.012,0.76361,0.81404,0.81978,0.69465,0.59719,0.60868,1.3517,0.8316,0.76593,0.61573,0.61085,1.0543,1.2229,1.2078,0.60977,0.93766,0.89364,0.53415,0.75094,0.44852,0.67905,0.35907,0.90462,0.69963,0.47,0.75,0.57493,0.63074,0.47312,1.2917,0.49348,0.96546,0.44852,0.85186,0.80335,0.94001,0.77473,0.76872,0.94352,0.92068,0.52945,0.82022,0.56985,0.73141,1.2798,0.8316,0.59719,0.92466,0.69064,1.1372,0.47,0.37018,0.97456,0.77427,1.3062,0.5738,1.0452,0.51522,0.42331,0.60977,0.46058,0.39878,0.6141,0.57098,0.76965,0.70902,0.66475,1.0328,1.0253,1.1429,0.88871,0.81625,0.68864,0.99621,0.66783,0.61194,0.40346,0.46625,0.37707,0.92386,1.2,1.4004,0.54232,0.94352,0.46122,0.21188,0.64972
2.3757,0.99621,1.0235,1.3628,0.92068,1.8152,2.1542,1.1295,1.0764,1.7753,1.4303,2.4398,2.2688,1.2895,1.4457,2.3515,1.4056,2.2463,1.2229,1.2556,1.331,1.3129,1.9382,2.6781,1.6679,1.3691,1.5665,1.5646,1.4036,1.1442,1.3426,0.97229,0.73381,2.7212,1.5409,1.1493,1.8257,1.5112,1.1799,1.3656,1.1135,1.6405,1.0196,1.3717,1.7561,1.4741,0.9294,1.1553,1.8138,1.9905,1.1109,1.7051,1.0828,2.6122,1.1291,1.6512,0.99658,1.2667,1.3957,1.2152,1.5219,1.466,1.5541,0.98208,1.5909,1.1799,1.4879,1.239,1.9925,1.2296,1.3818,1.017,2.657,1.4976,1.4329,1.4936,2.1969,1.2066,1.5131,1.889,1.4757,1.0378,1.2624,1.7846,1.3858,1.4633,1.6498,1.3337,1.2205,1.8111,1.1697,1.1135,1.4681,1.2931,1.5459,2.0653,1.2621,1.4791,1.8721,1.6229,1.3153,1.4609,1.4902,1.0054,1.4954,2.0812,1.8231,2.8452,2.2944,1.0706,1.8294,2.3822,1.8171,2.522,1.4734,1.2865,1.3062,1.2276,1.2164,1.8645,2.0317,0.9787,1.2482,1.0484,1.0619,1.9791,1.6417,0.83638,1.0784,1.7911
2.1518,2.0239,1.4834,1.7639,1.9455,1.9334,1.8579,1.991,1.132,1.3697,1.2387,1.1556,1.4535,1.2384,1.419,1.5129,1.3666,1.4405,1.3271,1.0378,1.1187,1.5586,1.5923,1.442,1.6533,1.4112,1.4291,1.0774,1.6737,1.4855,1.2945,1.4137,1.3326,1.2568,1.375,1.3161,1.5769,1.8975,1.4729,1.38,1.2804,1.5399,1.289,1.6413,1.4843,1.528,1.3202,1.0808,1.148,1.0913,1.4154,1.5213,1.2522,1.1243,1.5617,1.2208,1.1304,1.5375,1.0695,1.8057,0.98544,1.3091,1.2815,0.99547,1.5456,1.2194,1.3135,1.4621,1.6419,1.0943,1.383,1.2447,1.4439,1.7163,1.1506,1.3465,1.1906,1.4009,1.1854,1.0065,1.0145,1.2525,1.4996,0.97795,1.6064,1.1449,1.3226,1.6877,1.7309,1.0501,1.8532,1.5403,1.391,1.7851,1.3062,1.858,1.3284,1.2672,1.2152,1.6894,2.0792,1.4384,1.0003,1.4821,1.4987,1.5847,1.4561,1.3067,1.1866,1.1125,1.8999,1.335,1.4556,1.4337,1.16,1.2404,1.694,1.4688,1.4497,1.5016,1.9354,1.5888,1.2116,1.7228,1.0811,1.2293,2.0157,1.4793,1.2334,1.1285
2.2853,1.3387,1.6976,1.2223,1.5094,2.1903,2.0196,1.528,1.3747,1.4384,1.6844,1.2859,1.6622,2.0267,1.4886,1.6222,2.249,0.72755,1.2247,1.1603,1.1619,0.87713,1.0651,1.0145,1.5584,1.5864,1.463,1.0491,1.1985,1.5665,0.96622,1.1062,1.6963,0.95782,1.4791,1.5802,1.5039,0.70161,0.82461,1.2936,1.1155,0.52295,1.6064,0.58556,1.12,1.3755,0.36116,0.62326,0.44404,1.1991,0.97305,1.287,1.4969,1.2931,1.0889,0.60759,1.4879,1.1138,1.5164,1.3199,0.68411,0.75847,0.75142,1.555,1.4996,1.0933,1.5607,4.4926,0.82855,1.0332,1.4429,0.79751,1.6821,1.6726,1.1869,0.88871,0.47437,1.555,1.8062,1.1957,0.35977,0.40079,1.0609,1.4168,5.4288,2.8555,0.70557,0.903,1.5284,1.1487,0.66166,0.88087,1.9338,1.2647,1.1191,0.97531,1.8639,1.7087,1.7127,2.3984,3.369,2.2461,1.1544,1.4893,1.1771,0.9559,1.9764,1.5923,1.7888,0.8303,1.2675,1.7659,1.7038,1.5232,1.2884,0.25542,0.88418,0.83595,1.8221,1.0808,3.2731,1.1734,1.3086,2.0564,1.5158,0.88377,1.0781,1.2545,1.3489,1.1493
1.1799,1.2161,0.95089,1.1709,1.2931,0.93844,1.1477,1.0774,0.9605,1.3159,0.96203,1.616,1.0845,1.2137,1.0543,1.1973,1.0459,1.2413,1.193,0.83291,0.92861,0.7957,0.82198,0.91148,0.98582,1.0574,1.017,1.289,0.86415,1.1808,1.2182,1.2983,1.3795,0.69863,0.84415,1.1187,0.94895,1.1138,0.83725,0.97531,1.7506,1.399,1.1644,1.1851,1.2182,1.3191,1.1909,1.5162,1.0392,1.2548,1.1644,1.4149,1.7228,1.6138,1.1122,1.0849,1.0061,1.0876,0.87087,0.81802,1.076,1.0609,0.95011,0.63234,0.80424,1.1337,0.84715,1.0626,1.3026,1.8037,1.2326,1.749,1.609,1.0141,0.85058,1.6062,1.1719,1.4628,0.81978,1.8434,0.93098,0.92861,0.99214,1.4105,1.732,1.0852,1.4161,0.89486,1.076,1.03,1.2439,1.505,1.523,1.6654,1.1616,1.3252,1.5655,1.2102,1.651,1.1793,1.0116,0.95127,1.1102,1.0953,1.4974,1.1994,1.0003,1.3612,0.75659,1.2179,1.3124,1.321,1.2773,0.89159,1.3803,1.579,1.2633,0.865,0.76454,1.0138,0.72319,1.347,1.2604,0.96508,0.60322,1.1746,1.0567,1.0892,0.86752,1.1295
1.3416,0.96165,0.86373,1.5072,1.1003,0.78436,1.0798,1.4382,0.86036,1.2113,1.2773,1.7961,0.82549,2.3742,1.3263,0.97154,1.2164,1.2343,1.1569,0.72513,1.3252,0.99842,1.0039,1.4588,0.86752,1.6427,0.67753,1.2765,1.4161,1.035,1.2401,0.78573,0.56418,1.1039,1.4572,0.90543,1.1603,1.3416,1.1039,0.71099,1.3081,0.88995,0.93452,1.3747,1.3086,0.83334,1.6855,0.66475,0.63446,1.2099,0.9738,0.70508,1.0392,1.1388,1.2048,1.16,1.0702,1.0886,1.7399,1.8402,1.211,1.9103,2.1695,1.2456,1.1378,0.85569,0.94701,1.6958,1.123,0.96126,0.85739,1.0413,1.0374,0.82461,0.96964,1.5153,1.2314,1.265,1.7031,0.90947,0.74479,1.0025,0.87422,1.0246,0.92386,0.60759,1.0578,1.0217,0.99621,0.68562,1.0178,1.063,0.94235,0.65441,0.67803,1.0651,0.88501,0.98843,1.6298,1.3765,0.83334,1.0463,1.4291,0.78253,1.1734,0.99547,1.3408,1.2334,1.0533,2.0672,1.2607,0.9817,1.016,0.91589,0.66423,0.90786,1.1148,3.0647,2.2844,1.1628,0.75377,0.87838,0.93688,0.85399,1.7295,1.518,0.72658,1.0508,1.0946,0.66269
0.58222,0.57605,0.51402,0.77749,0.18897,0.91148,0.23586,-0.21072,0.25851,-0.060812,0.61031,0.60759,0.62165,0.55274,0.64133,0.28668,0.91027,4.5074,0.14842,-0.094311,0.53063,0.69963,1.0989,0.75047,1.0983,0.74764,0.55733,0.91829,0.82242,0.50441,0.22714,0.16212,0.32281,-0.079043,0.38662,0.77242,0.74003,0.36603,0.50138,0.82986,2.4852,0.82986,0.98805,0.49164,0.4675,0.90664,0.57154,1.4934,0.68612,0.66475,0.94934,0.90664,0.7939,1.2194,1.0508,0.71,0.79435,0.4048,1.1759,1.581,0.49164,0.68964,0.39541,0.7664,0.88707,0.35206,0.28066,1.073,-0.011061,0.38798,0.75659,0.53591,0.27003,0.44661,0.74051,0.21672,0.61248,0.84501,0.2662,0.67702,0.50862,0.47063,0.68006,0.47933,0.72561,0.55675,0.55274,0.37844,0.93883,0.4434,0.70951,0.46058,0.66834,0.97644,1.0664,0.57605,0.52236,0.80379,0.55389,0.73285,0.73141,0.40079,0.64553,0.57154,0.77657,0.6668,0.52414,0.6492,0.50682,0.84587,0.41343,1.6102,0.29043,0.50501,0.32063,0.70508,0.35206,0.66629,0.74811,0.62701,1.074,0.58612,0.60977,0.35767,0.24216,0.10346,1.0167,1.3032,0.4675,0.71833
2.4793,1.3073,2.1227,1.7208,1.6529,1.6671,1.8334,1.7208,1.6932,1.7075,1.5556,1.4453,1.6607,1.8594,1.9771,1.5649,1.304,2.0495,1.9989,1.5661,1.5744,1.5263,1.494,1.5571,2.0791,1.8417,2.0334,1.822,1.5782,1.5213,1.724,1.4431,1.4457,1.6881,1.4936,1.3124,1.5407,1.5825,1.6901,1.6158,1.5505,1.5692,1.3244,1.5276,1.6277,1.5894,1.5284,1.6594,1.5328,1.4098,1.4713,1.3105,1.2936,1.9382,1.5319,1.3818,1.7127,1.3865,2.0271,1.7929,1.4188,1.3062,1.3765,1.2804,1.7163,1.4142,1.4561,1.4462,1.3548,1.5548,1.5814,1.7406,1.8927,1.7246,1.3358,1.7826,1.4212,1.8405,2.0447,1.9632,1.8332,1.4171,1.619,1.7087,1.5613,1.6359,1.6949,1.3355,1.714,1.7436,1.5738,1.8192,2.0051,1.8229,1.7262,1.2782,1.5232,2.036,1.4649,1.5418,1.6976,1.617,1.5949,1.5377,1.9792,1.384,1.8649,1.4212,1.9831,2.0283,1.7654,1.6413,1.7272,1.5429,1.4178,1.4693,1.6233,2.0145,1.4974,1.5118,1.6367,1.5147,1.4623,1.9354,2.1364,1.8631,1.7391,1.7884,1.8006,1.4424
0.86331,0.7533,1.4713,2.2255,2.185,1.1765,0.42592,0.43632,1.5978,0.48551,0.87589,0.58166,0.2143,0.19062,0.11689,0.36256,0.54985,0.49592,0.45171,0.60377,0.25154,0.27915,0.05638,0.12487,0.23902,0.81093,0.69813,1.4745,0.19062,0.22234,0.36047,0.12133,0.52945,0.36116,0.41739,0.48674,1.5003,0.75,1.1049,0.39339,0.58945,0.46687,0.60322,0.54407,0.59884,0.64133,1.0999,0.81226,1.7145,0.74432,0.57942,0.81448,0.66578,0.37912,0.64972,0.24998,1.871,2.1402,0.45362,3.005,0.27915,0.1231,0.2799,0.57154,1.6462,0.43954,0.62058,0.065788,0.3443,0.71099,0.71442,-0.036664,1.0452,0.097127,0.44019,0.8738,0.40547,0.28066,0.76407,0.89036,0.2453,0.32063,0.10975,0.61194,0.56475,0.85781,2.0417,0.34004,0.39339,0.52532,0.67447,0.41542,0.40547,0.36325,0.54349,0.19721,0.44148,0.30969,0.61139,0.28668,1.0141,0.67803,0.36672,1.0811,0.28668,0.29192,0.89813,0.17227,0.35557,0.41608,0.45616,0.76361,0.66578,1.1842,0.41409,0.48674,0.24451,0.36603,0.36116,0.42657,0.75706,0.74527,0.34288,0.091667,0.47437,0.54,0.43632,0.17479,0.55389,0.22474
1.8266,1.2768,1.3584,1.1278,1.4898,1.1688,1.4646,1.5313,1.9466,1.5686,1.5315,1.6212,1.1259,1.4022,1.6743,1.3287,1.2925,1.1796,1.8467,1.6271,1.0671,1.6842,1.4518,1.3689,1.373,1.1464,1.9344,1.2779,1.5182,2.0655,1.3473,3.3485,1.9482,1.4241,1.7671,1.27,1.5067,1.8633,1.5484,1.1401,1.3215,0.9505,1.6263,1.3455,1.3543,1.3767,2.2496,1.4805,1.4879,1.3153,1.1534,1.249,1.4071,1.3628,1.399,1.2505,1.2983,1.4258,1.4408,1.2155,0.82198,1.2947,1.0815,0.94001,1.3287,1.2229,1.3175,0.90016,1.4493,1.1997,1.3382,0.6254,1.2499,1.206,1.0886,1.1493,0.88748,1.5605,1.6142,1.2107,1.2329,1.1194,1.7345,1.1531,0.57661,0.79435,0.57998,1.2375,0.94895,1.0989,1.5703,0.74289,1.0314,1.7375,1.0909,1.4431,0.99732,1.3426,1.4967,1.2036,0.86415,1.3374,1.2485,1.2267,1.292,1.3429,0.92505,1.5476,1.1301,0.80826,1.2953,0.8493,1.2226,1.5349,0.82461,1.0784,1.1366,1.1109,1.031,1.0367,0.68057,0.84501,1.5602,1.4626,1.4083,1.2069,1.539,0.99028,0.63021,0.6836
