0,0.44583,0.76378,0.77071,0.68974,0.73578,0.95736,0.99063,0.60776,0.70237,0.97545,0.97476,0.45101,0.54533,0.81576,0.84463
0.44583,0,0.6508,0.6574,0.75249,0.63636,0.86044,0.87896,0.71298,0.59657,0.87428,0.87077,0.61595,0.43323,0.72656,0.75963
0.76378,0.6508,0,0.2142,0.99869,0.90416,0.65584,0.64372,0.9548,0.8664,0.60906,0.61054,0.87471,0.75808,0.4169,0.39098
0.77071,0.6574,0.2142,0,0.99675,0.90468,0.62216,0.63167,0.9465,0.87379,0.64138,0.61157,0.86187,0.77068,0.42957,0.39766
0.68974,0.75249,0.99869,0.99675,0,0.40916,0.72925,0.7738,0.52421,0.64165,0.89324,0.90129,0.6715,0.72337,0.92248,0.96887
0.73578,0.63636,0.90416,0.90468,0.40916,0,0.64717,0.66737,0.62721,0.50233,0.78352,0.80568,0.72867,0.62736,0.845,0.87597
0.95736,0.86044,0.65584,0.62216,0.72925,0.64717,0,0.19362,0.8634,0.79775,0.48289,0.4722,0.93666,0.8611,0.59765,0.60367
0.99063,0.87896,0.64372,0.63167,0.7738,0.66737,0.19362,0,0.88318,0.78346,0.424,0.41496,0.98263,0.88366,0.59997,0.61613
0.60776,0.71298,0.9548,0.9465,0.52421,0.62721,0.8634,0.88318,0,0.39638,0.77883,0.77139,0.62921,0.72186,0.92482,0.95626
0.70237,0.59657,0.8664,0.87379,0.64165,0.50233,0.79775,0.78346,0.39638,0,0.66116,0.65769,0.74649,0.64317,0.86972,0.88211
0.97545,0.87428,0.60906,0.64138,0.89324,0.78352,0.48289,0.424,0.77883,0.66116,0,0.19944,0.99802,0.90307,0.62361,0.64156
0.97476,0.87077,0.61054,0.61157,0.90129,0.80568,0.4722,0.41496,0.77139,0.65769,0.19944,0,1,0.89823,0.62715,0.62033
0.45101,0.61595,0.87471,0.86187,0.6715,0.72867,0.93666,0.98263,0.62921,0.74649,0.99802,1,0,0.4167,0.72027,0.76419
0.54533,0.43323,0.75808,0.77068,0.72337,0.62736,0.8611,0.88366,0.72186,0.64317,0.90307,0.89823,0.4167,0,0.60997,0.65163
0.81576,0.72656,0.4169,0.42957,0.92248,0.845,0.59765,0.59997,0.92482,0.86972,0.62361,0.62715,0.72027,0.60997,0,0.21907
0.84463,0.75963,0.39098,0.39766,0.96887,0.87597,0.60367,0.61613,0.95626,0.88211,0.64156,0.62033,0.76419,0.65163,0.21907,0
