0,0.63512,0.59295,0.45864,0.49399,0.85906,0.81534,0.71854,0.57947,0.91546,0.91988,0.77741,0.29483,0.75357,0.73206,0.53588
0.63512,0,0.34446,0.68614,0.89121,0.50579,0.61493,0.91211,0.94268,0.60126,0.74502,0.95652,0.70424,0.33879,0.49797,0.73344
0.59295,0.34446,0,0.67672,0.822,0.58655,0.44787,0.86484,0.87225,0.67311,0.58937,0.93832,0.6739,0.50292,0.31924,0.70818
0.45864,0.68614,0.67672,0,0.70983,0.93566,0.8993,0.55518,0.76914,0.96813,0.98558,0.62084,0.54891,0.79771,0.80022,0.29383
0.49399,0.89121,0.822,0.70983,0,0.65807,0.64819,0.44554,0.31167,0.74731,0.75369,0.58455,0.5411,0.92863,0.86804,0.75136
0.85906,0.50579,0.58655,0.93566,0.65807,0,0.34276,0.6536,0.7367,0.37715,0.54838,0.79301,0.909,0.61325,0.66998,0.95213
0.81534,0.61493,0.44787,0.8993,0.64819,0.34276,0,0.63603,0.72324,0.4979,0.36572,0.77661,0.89248,0.74999,0.57133,0.90631
0.71854,0.91211,0.86484,0.55518,0.44554,0.6536,0.63603,0,0.53348,0.76803,0.78381,0.33318,0.79588,1,0.94604,0.61427
0.57947,0.94268,0.87225,0.76914,0.31167,0.7367,0.72324,0.53348,0,0.66877,0.66287,0.46236,0.60396,0.98068,0.90899,0.78484
0.91546,0.60126,0.67311,0.96813,0.74731,0.37715,0.4979,0.76803,0.66877,0,0.30709,0.65935,0.91348,0.59551,0.63092,0.92469
0.91988,0.74502,0.58937,0.98558,0.75369,0.54838,0.36572,0.78381,0.66287,0.30709,0,0.65798,0.91268,0.75105,0.54719,0.93205
0.77741,0.95652,0.93832,0.62084,0.58455,0.79301,0.77661,0.33318,0.46236,0.65935,0.65798,0,0.79664,0.99773,0.94595,0.61174
0.29483,0.70424,0.6739,0.54891,0.5411,0.909,0.89248,0.79588,0.60396,0.91348,0.91268,0.79664,0,0.63115,0.61811,0.45339
0.75357,0.33879,0.50292,0.79771,0.92863,0.61325,0.74999,1,0.98068,0.59551,0.75105,0.99773,0.63115,0,0.3508,0.66458
0.73206,0.49797,0.31924,0.80022,0.86804,0.66998,0.57133,0.94604,0.90899,0.63092,0.54719,0.94595,0.61811,0.3508,0,0.65077
0.53588,0.73344,0.70818,0.29383,0.75136,0.95213,0.90631,0.61427,0.78484,0.92469,0.93205,0.61174,0.45339,0.66458,0.65077,0
