0,0.40727,0.55762,0.72603,0.83284,0.91685,0.9771,0.97404,1,0.93187
0.40727,0,0.31649,0.48669,0.61906,0.7383,0.80943,0.81304,0.86261,0.81262
0.55762,0.31649,0,0.24288,0.37762,0.52619,0.62886,0.65759,0.72968,0.69108
0.72603,0.48669,0.24288,0,0.23671,0.40752,0.51832,0.56951,0.66035,0.65025
0.83284,0.61906,0.37762,0.23671,0,0.23954,0.35793,0.44056,0.53904,0.54788
0.91685,0.7383,0.52619,0.40752,0.23954,0,0.2166,0.33971,0.44234,0.46124
0.9771,0.80943,0.62886,0.51832,0.35793,0.2166,0,0.20552,0.30717,0.36528
0.97404,0.81304,0.65759,0.56951,0.44056,0.33971,0.20552,0,0.2004,0.253
1,0.86261,0.72968,0.66035,0.53904,0.44234,0.30717,0.2004,0,0.19151
0.93187,0.81262,0.69108,0.65025,0.54788,0.46124,0.36528,0.253,0.19151,0
