0,0.10441,0.22224,0.34216,0.45975,0.55927,0.68229,0.78877,0.94159,1
0.10441,0,0.13755,0.25689,0.38123,0.47727,0.59792,0.70545,0.86453,0.92374
0.22224,0.13755,0,0.17991,0.28088,0.38573,0.49979,0.60083,0.76942,0.83068
0.34216,0.25689,0.17991,0,0.17652,0.27764,0.41552,0.5346,0.6771,0.75381
0.45975,0.38123,0.28088,0.17652,0,0.17728,0.31429,0.40607,0.54827,0.62306
0.55927,0.47727,0.38573,0.27764,0.17728,0,0.20068,0.27932,0.43704,0.52382
0.68229,0.59792,0.49979,0.41552,0.31429,0.20068,0,0.20511,0.32963,0.40792
0.78877,0.70545,0.60083,0.5346,0.40607,0.27932,0.20511,0,0.239,0.34259
0.94159,0.86453,0.76942,0.6771,0.54827,0.43704,0.32963,0.239,0,0.2016
1,0.92374,0.83068,0.75381,0.62306,0.52382,0.40792,0.34259,0.2016,0
