0,0.22551,0.44726,0.52038,0.63853,0.77414,0.85719,0.94572,0.94623,1
0.22551,0,0.18527,0.39623,0.47928,0.57003,0.65,0.78014,0.77551,0.85719
0.44726,0.18527,0,0.20497,0.32089,0.47243,0.50068,0.60805,0.64401,0.71884
0.52038,0.39623,0.20497,0,0.21353,0.32825,0.37021,0.52723,0.56318,0.58065
0.63853,0.47928,0.32089,0.21353,0,0.15154,0.32226,0.37791,0.4601,0.50839
0.77414,0.57003,0.47243,0.32825,0.15154,0,0.17757,0.28116,0.35651,0.45188
0.85719,0.65,0.50068,0.37021,0.32226,0.17757,0,0.047945,0.18442,0.32911
0.94572,0.78014,0.60805,0.52723,0.37791,0.28116,0.047945,0,0.1113,0.20582
0.94623,0.77551,0.64401,0.56318,0.4601,0.35651,0.18442,0.1113,0,0.10274
1,0.85719,0.71884,0.58065,0.50839,0.45188,0.32911,0.20582,0.10274,0
