0,0.72231,0.78788,0.44092,0.61479,0.95661,0.99857,0.73562,0.57561,0.9239,0.98471,0.70785,0.40426,0.82057,0.88024,0.5291
0.72231,0,0.45506,0.72864,0.96416,0.63157,0.7739,0.93824,0.93066,0.56328,0.76908,0.90667,0.81861,0.39252,0.56807,0.78878
0.78788,0.45506,0,0.74719,0.99406,0.78297,0.62455,0.95963,0.95919,0.71926,0.57111,0.93651,0.82883,0.53572,0.33272,0.79414
0.44092,0.72864,0.74719,0,0.75359,0.95979,0.97943,0.62365,0.74038,0.94423,0.97597,0.59784,0.54532,0.78309,0.84246,0.34809
0.61479,0.96416,0.99406,0.75359,0,0.74674,0.78757,0.42167,0.41037,0.85966,0.88348,0.60216,0.58233,0.92063,0.97126,0.68686
0.95661,0.63157,0.78297,0.95979,0.74674,0,0.49418,0.72124,0.87212,0.41623,0.67621,0.84432,0.92971,0.59268,0.75083,0.90216
0.99857,0.7739,0.62455,0.97943,0.78757,0.49418,0,0.73924,0.88202,0.61664,0.42521,0.85635,0.96835,0.76701,0.63265,0.94805
0.73562,0.93824,0.95963,0.62365,0.42167,0.72124,0.73924,0,0.60861,0.85815,0.88411,0.44131,0.72316,0.90766,0.94545,0.58385
0.57561,0.93066,0.95919,0.74038,0.41037,0.87212,0.88202,0.60861,0,0.75283,0.76639,0.46304,0.6117,0.95981,1,0.73025
0.9239,0.56328,0.71926,0.94423,0.85966,0.41623,0.61664,0.85815,0.75283,0,0.47364,0.72872,0.93974,0.62061,0.76518,0.9239
0.98471,0.76908,0.57111,0.97597,0.88348,0.67621,0.42521,0.88411,0.76639,0.47364,0,0.75847,0.96321,0.77403,0.63617,0.93989
0.70785,0.90667,0.93651,0.59784,0.60216,0.84432,0.85635,0.44131,0.46304,0.72872,0.75847,0,0.75006,0.93986,0.99735,0.58861
0.40426,0.81861,0.82883,0.54532,0.58233,0.92971,0.96835,0.72316,0.6117,0.93974,0.96321,0.75006,0,0.68937,0.75722,0.41059
0.82057,0.39252,0.53572,0.78309,0.92063,0.59268,0.76701,0.90766,0.95981,0.62061,0.77403,0.93986,0.68937,0,0.4365,0.67848
0.88024,0.56807,0.33272,0.84246,0.97126,0.75083,0.63265,0.94545,1,0.76518,0.63617,0.99735,0.75722,0.4365,0,0.73042
0.5291,0.78878,0.79414,0.34809,0.68686,0.90216,0.94805,0.58385,0.73025,0.9239,0.93989,0.58861,0.41059,0.67848,0.73042,0
