0,0.77528,0.73034,0.33708,0.21348,0.79775,0.75281,0.51685,0.39326,0.93258,0.96629,0.64045,0.41573,0.91011,0.94382,0.67416
0.77528,0,0.38202,0.77528,0.80899,0.21348,0.47191,0.82022,0.93258,0.44944,0.62921,0.95506,0.95506,0.38202,0.66292,0.92135
0.73034,0.38202,0,0.77528,0.82022,0.50562,0.19101,0.83146,0.95506,0.62921,0.30337,0.96629,0.95506,0.70787,0.38202,1
0.33708,0.77528,0.77528,0,0.48315,0.80899,0.77528,0.21348,0.67416,0.97753,0.93258,0.4382,0.70787,0.96629,0.95506,0.42697
0.21348,0.80899,0.82022,0.48315,0,0.73034,0.77528,0.34831,0.30337,0.93258,0.8764,0.60674,0.39326,0.92135,0.93258,0.61798
0.79775,0.21348,0.50562,0.80899,0.73034,0,0.40449,0.82022,0.94382,0.32584,0.59551,0.91011,0.93258,0.35955,0.62921,0.95506
0.75281,0.47191,0.19101,0.77528,0.77528,0.40449,0,0.79775,0.91011,0.58427,0.31461,0.96629,0.92135,0.59551,0.29213,0.97753
0.51685,0.82022,0.83146,0.21348,0.34831,0.82022,0.79775,0,0.57303,0.8764,0.91011,0.37079,0.59551,0.92135,0.91011,0.34831
0.39326,0.93258,0.95506,0.67416,0.30337,0.94382,0.91011,0.57303,0,0.80899,0.77528,0.38202,0.044944,0.77528,0.83146,0.51685
0.93258,0.44944,0.62921,0.97753,0.93258,0.32584,0.58427,0.8764,0.80899,0,0.44944,0.8427,0.82022,0.022472,0.48315,0.8427
0.96629,0.62921,0.30337,0.93258,0.8764,0.59551,0.31461,0.91011,0.77528,0.44944,0,0.86517,0.82022,0.46067,0,0.8427
0.64045,0.95506,0.96629,0.4382,0.60674,0.91011,0.96629,0.37079,0.38202,0.8427,0.86517,0,0.35955,0.78652,0.8764,0.011236
0.41573,0.95506,0.95506,0.70787,0.39326,0.93258,0.92135,0.59551,0.044944,0.82022,0.82022,0.35955,0,0.79775,0.86517,0.41573
0.91011,0.38202,0.70787,0.96629,0.92135,0.35955,0.59551,0.92135,0.77528,0.022472,0.46067,0.78652,0.79775,0,0.40449,0.82022
0.94382,0.66292,0.38202,0.95506,0.93258,0.62921,0.29213,0.91011,0.83146,0.48315,0,0.8764,0.86517,0.40449,0,0.80899
0.67416,0.92135,1,0.42697,0.61798,0.95506,0.97753,0.34831,0.51685,0.8427,0.8427,0.011236,0.41573,0.82022,0.80899,0
