0,0.73236,0.99262,0.94537,0.86438,0.76237,0.87132,0.88677,0.96663,0.97875
0.73236,0,0.78313,0.7678,0.91073,0.37294,0.64901,0.68291,0.69622,0.72773
0.99262,0.78313,0,0.38265,0.51452,0.74473,0.89438,0.87878,0.93843,0.95445
0.94537,0.7678,0.38265,0,0.42311,0.69269,0.82631,0.82272,0.8544,0.89444
0.86438,0.91073,0.51452,0.42311,0,0.81978,0.90333,0.88997,0.94364,1
0.76237,0.37294,0.74473,0.69269,0.81978,0,0.54357,0.56534,0.6151,0.61801
0.87132,0.64901,0.89438,0.82631,0.90333,0.54357,0,0.29576,0.36498,0.35201
0.88677,0.68291,0.87878,0.82272,0.88997,0.56534,0.29576,0,0.31314,0.34742
0.96663,0.69622,0.93843,0.8544,0.94364,0.6151,0.36498,0.31314,0,0.33318
0.97875,0.72773,0.95445,0.89444,1,0.61801,0.35201,0.34742,0.33318,0
