0,0.78035,0.77974,0.53845,0.22961,0.7709,0.78129,0.52673,0.58614,0.95647,0.93875,0.76187,0.6133,0.93193,0.95534,0.77096
0.78035,0,0.44619,0.79783,0.79775,0.25265,0.50511,0.80092,0.95369,0.56543,0.70936,0.96081,0.97986,0.57816,0.72267,0.95789
0.77974,0.44619,0,0.80873,0.79729,0.53327,0.24554,0.79609,0.97001,0.73131,0.55349,0.9706,1,0.72431,0.56507,0.98243
0.53845,0.79783,0.80873,0,0.54682,0.76111,0.78695,0.22553,0.75793,0.94263,0.92996,0.58188,0.77121,0.94813,0.92891,0.58003
0.22961,0.79775,0.79729,0.54682,0,0.76741,0.77639,0.52351,0.47147,0.89919,0.88455,0.69105,0.48913,0.89109,0.89658,0.71063
0.7709,0.25265,0.53327,0.76111,0.76741,0,0.5078,0.76819,0.87414,0.46279,0.66948,0.89416,0.89468,0.46291,0.66643,0.89378
0.78129,0.50511,0.24554,0.78695,0.77639,0.5078,0,0.7698,0.89547,0.6666,0.43513,0.89309,0.92576,0.66422,0.43358,0.91115
0.52673,0.80092,0.79609,0.22553,0.52351,0.76819,0.7698,0,0.67878,0.87673,0.87626,0.46977,0.70792,0.89922,0.86836,0.48952
0.58614,0.95369,0.97001,0.75793,0.47147,0.87414,0.89547,0.67878,0,0.78307,0.79121,0.49674,0.15621,0.76923,0.80448,0.49414
0.95647,0.56543,0.73131,0.94263,0.89919,0.46279,0.6666,0.87673,0.78307,0,0.51463,0.779,0.8045,0.20217,0.49163,0.78514
0.93875,0.70936,0.55349,0.92996,0.88455,0.66948,0.43513,0.87626,0.79121,0.51463,0,0.78755,0.80542,0.50763,0.18117,0.79657
0.76187,0.96081,0.9706,0.58188,0.69105,0.89416,0.89309,0.46977,0.49674,0.779,0.78755,0,0.5004,0.7886,0.77012,0.17458
0.6133,0.97986,1,0.77121,0.48913,0.89468,0.92576,0.70792,0.15621,0.8045,0.80542,0.5004,0,0.78002,0.81544,0.50586
0.93193,0.57816,0.72431,0.94813,0.89109,0.46291,0.66422,0.89922,0.76923,0.20217,0.50763,0.7886,0.78002,0,0.49162,0.78757
0.95534,0.72267,0.56507,0.92891,0.89658,0.66643,0.43358,0.86836,0.80448,0.49163,0.18117,0.77012,0.81544,0.49162,0,0.79579
0.77096,0.95789,0.98243,0.58003,0.71063,0.89378,0.91115,0.48952,0.49414,0.78514,0.79657,0.17458,0.50586,0.78757,0.79579,0
