1.0581,1.5957,1.0116,1.2734,1.1285,1.0959,1.0815,1.9263,1.1461,1.3045,1.548,1.0852,1.1142,1.1285,1.5847,1.1426,1.3447,1.1969,0.98358,1.1669,1.5269,2.1382,1.0999,1.0959,1.1426,1.8143,1.1353,1.4267,1.3215,1.1353,1.1597,1.1805,1.3615,1.0815,1.3447,1.1353,1.3153,1.4855,1.5642,1.6808,1.0926,1.2887,1.2167,1.9263,1.1969,1.4267,1.4855,1.4476,1.3671,1.3813,1.4002,1.0435,1.4681,1.1461,0.98358,1.3215,1.5642,1.3671,1.8459,1.347,1.3218,0.96736,1.2042,1.3045,1.1669,1.1353,1.6808,1.3813,1.347,1.1872,1.381,1.6371,1.0581,1.548,1.5269,1.1597,1.0926,1.4002,1.3218,1.381,1.7258,1.2548,1.5957,1.0852,2.1382,1.1805,1.2887,1.0435,0.96736,1.6371,1.2548,1.1869
2.0843,1.5282,1.3045,1.3026,1.4457,2.329,1.915,1.5941,1.5556,1.8356,2.1382,1.5966,1.6028,1.4457,1.5575,2.3626,1.9318,1.1512,2.4296,1.4514,1.6797,2.2071,2.0326,2.329,2.3626,1.1994,2.4368,1.6645,2.3048,2.3078,2.0619,1.985,2.4282,1.915,1.9318,2.4368,1.689,1.8743,1.3648,1.8223,1.4818,1.0983,1.9469,1.5941,1.1512,1.6645,1.8743,1.411,1.7765,1.4681,1.5819,1.8383,2.3463,1.5556,2.4296,2.3048,1.3648,1.7765,1.7389,1.4607,1.9622,2.1668,1.295,1.8356,1.4514,2.3078,1.8223,1.4681,1.4607,1.6557,1.6265,1.8391,2.0843,2.1382,1.6797,2.0619,1.4818,1.5819,1.9622,1.6265,1.5894,1.0585,1.5282,1.5966,2.2071,1.985,1.0983,1.8383,2.1668,1.8391,1.0585,1.5027
1.4602,1.9221,1.3316,1.8289,1.449,1.6978,1.5701,1.4085,1.5628,1.4884,1.3895,1.3813,1.2314,1.449,1.3855,1.4262,1.409,1.3785,1.6792,1.5336,1.4846,1.6048,1.5019,1.6978,1.4262,1.382,1.4078,1.756,1.5186,1.4486,1.206,1.4658,1.9518,1.5701,1.409,1.4078,1.7334,1.9067,2.4614,1.318,1.6492,1.7304,1.6028,1.4085,1.3785,1.756,1.9067,1.2485,1.3339,1.6016,1.393,1.4551,1.5186,1.5628,1.6792,1.5186,2.4614,1.3339,1.3845,1.4633,1.432,1.5433,1.5252,1.4884,1.5336,1.4486,1.318,1.6016,1.4633,1.4375,1.4967,1.5894,1.4602,1.3895,1.4846,1.206,1.6492,1.393,1.432,1.4967,1.7062,1.483,1.9221,1.3813,1.6048,1.4658,1.7304,1.4551,1.5433,1.5894,1.483,1.602
1.5349,1.2167,0.8788,0.92028,1.3329,0.82418,2.1988,1.1301,0.81669,1.7646,1.0185,1.3395,1.0098,1.3329,1.1805,1.505,1.8499,1.1903,1.245,2.1405,0.78527,1.6515,1.2672,0.82418,1.505,0.98544,0.97682,1.1301,1.3242,1.4649,2.2483,1.4024,1.4117,2.1988,1.8499,0.97682,1.0574,0.90503,0.96165,0.77427,1.3638,1.0235,4.7402,1.1301,1.1903,1.1301,0.90503,0.78891,1.7427,1.0149,1.0719,1.4081,1.3845,0.81669,1.245,1.3242,0.96165,1.7427,0.66475,1.055,0.93766,1.2211,1.183,1.7646,2.1405,1.4649,0.77427,1.0149,1.055,0.82768,0.95243,0.87505,1.5349,1.0185,0.78527,2.2483,1.3638,1.0719,0.93766,0.95243,0.8233,1.1826,1.2167,1.3395,1.6515,1.4024,1.0235,1.4081,1.2211,0.87505,1.1826,0.86542
1.6799,1.9052,1.6821,1.3421,1.4144,1.981,1.6042,2.4454,1.8085,1.4217,2.345,1.6436,2.0329,1.4144,1.4027,1.4236,2.0582,1.2644,1.6653,1.6735,1.5667,2.0138,1.5692,1.981,1.4236,1.8024,1.3281,1.8409,1.3116,1.7606,1.5898,1.3522,2.3065,1.6042,2.0582,1.3281,2.4867,1.8621,1.7613,2.2661,1.8696,1.7839,1.6666,2.4454,1.2644,1.8409,1.8621,1.9785,2.0263,2.0791,1.6415,2.1181,1.6094,1.8085,1.6653,1.3116,1.7613,2.0263,1.9348,1.7874,1.7222,2.3167,2.1165,1.4217,1.6735,1.7606,2.2661,2.0791,1.7874,1.9366,1.6341,1.9373,1.6799,2.345,1.5667,1.5898,1.8696,1.6415,1.7222,1.6341,2.135,1.5808,1.9052,1.6436,2.0138,1.3522,1.7839,2.1181,2.3167,1.9373,1.5808,1.3724
1.1578,1.9206,1.1168,1.0849,1.2285,1.8761,1.247,1.0152,1.6517,1.2436,2.0992,0.79886,1.0339,1.2285,1.1556,0.99214,1.0321,1.041,1.6594,1.0828,1.8563,1.6996,0.97078,1.8761,0.99214,0.95513,1.1089,1.2873,1.2876,0.96774,1.1632,1.512,1.0003,1.247,1.0321,1.1089,0.93649,1.3073,1.7256,1.1581,1.2516,1.1746,1.1401,1.0152,1.041,1.2873,1.3073,0.90866,1.1298,2.1774,1.3389,1.3118,0.9582,1.6517,1.6594,1.2876,1.7256,1.1298,1.1656,1.644,0.92822,1.2832,0.94663,1.2436,1.0828,0.96774,1.1581,2.1774,1.644,1.3273,1.1484,1.2311,1.1578,2.0992,1.8563,1.1632,1.2516,1.3389,0.92822,1.1484,1.1227,1.133,1.9206,0.79886,1.6996,1.512,1.1746,1.3118,1.2832,1.2311,1.133,1.1378
1.1653,1.3702,0.94079,1.4007,1.2562,2.872,2.5941,1.0378,1.6164,1.292,1.3943,1.0757,1.1531,1.2562,1.777,1.0065,1.2261,1.2252,1.1854,1.4405,1.4922,1.4798,0.93374,2.872,1.0065,1.2986,1.6222,2.6347,1.3875,1.0743,1.4322,1.1854,1.3476,2.5941,1.2261,1.6222,1.4291,1.496,1.148,1.2695,1.1681,1.2285,1.3029,1.0378,1.2252,2.6347,1.496,1.7996,2.0165,2.4544,1.3018,1.9696,1.1854,1.6164,1.1854,1.3875,1.148,2.0165,1.3159,1.2329,1.3392,1.2832,1.3923,1.292,1.4405,1.0743,1.2695,2.4544,1.2329,1.2355,1.5998,1.2048,1.1653,1.3943,1.4922,1.4322,1.1681,1.3018,1.3392,1.5998,1.0466,1.0406,1.3702,1.0757,1.4798,1.1854,1.2285,1.9696,1.2832,1.2048,1.0406,0.9647
1.2255,1.1359,1.2644,1.1327,1.3825,1.8439,1.3778,2.0058,1.5016,1.4358,1.579,1.1534,1.2401,1.3825,1.0473,1.1768,1.2945,1.2078,1.2226,1.5484,2.1359,1.612,1.0152,1.8439,1.1768,1.243,1.2879,1.4547,1.5078,1.5431,1.1547,1.326,1.4346,1.3778,1.2945,1.2879,1.1976,1.1814,1.5412,1.6074,1.2343,1.4916,1.0609,2.0058,1.2078,1.4547,1.1814,1.241,1.2075,1.3363,1.3035,1.5611,1.1765,1.5016,1.2226,1.5078,1.5412,1.2075,1.4434,1.5384,1.1719,1.1575,1.3073,1.4358,1.5484,1.5431,1.6074,1.3363,1.5384,1.0828,1.2782,1.9924,1.2255,1.579,2.1359,1.1547,1.2343,1.3035,1.1719,1.2782,1.4879,1.38,1.1359,1.1534,1.612,1.326,1.4916,1.5611,1.1575,1.9924,1.38,1.3255
1.245,1.4702,1.3558,1.1148,1.0491,2.2657,0.98283,1.0606,0.96774,0.98582,1.437,0.97078,1.4558,1.0491,1.2285,0.99473,0.94313,2.1453,1.3007,1.4253,0.97983,0.92743,1.7483,2.2657,0.99473,1.2876,1.1833,1.1756,1.3995,1.1556,0.91148,1.077,1.1349,0.98283,0.94313,1.1833,1.2467,1.3843,3.151,0.91429,0.81359,1.7156,1.3517,1.0606,2.1453,1.1756,1.3843,1.3244,3.1813,1.0929,0.92108,1.4725,1.1976,0.96774,1.3007,1.3995,3.151,3.1813,1.496,0.91509,1.3223,1.1013,1.0242,0.98582,1.4253,1.1556,0.91429,1.0929,0.91509,2.0122,1.1731,1.0268,1.245,1.437,0.97983,0.91148,0.81359,0.92108,1.3223,1.1731,1.3202,3.4683,1.4702,0.97078,0.92743,1.077,1.7156,1.4725,1.1013,1.0268,3.4683,1.3199
1.378,1.1851,1.0929,0.74716,1.0065,1.0578,1.0712,1.3202,1.1115,3.2675,1.0519,1.0849,0.95782,1.0065,0.91108,1.0519,0.89813,1.1282,1.0578,1.2021,1.5682,1.1826,0.87213,1.0578,1.0519,0.85229,0.8463,0.89935,1.5313,0.85186,0.96432,1.0456,1.0933,1.0712,0.89813,0.8463,0.75847,1.0882,1.0685,0.99177,1.2765,1.1066,1.1572,1.3202,1.1282,0.89935,1.0882,0.8612,1.0774,1.6378,0.92703,0.74716,0.9647,1.1115,1.0578,1.5313,1.0685,1.0774,0.865,1.3579,1.2036,0.93766,1.3455,3.2675,1.2021,0.85186,0.99177,1.6378,1.3579,1.1259,1.5667,1.214,1.378,1.0519,1.5682,0.96432,1.2765,0.92703,1.2036,1.5667,0.79931,1.1979,1.1851,1.0849,1.1826,1.0456,1.1066,0.74716,0.93766,1.214,1.1979,0.7807
