0,0.83581,0.93041,0.91869,0.94996,0.84285,0.92963,0.91165,0.92338,0.85457
0.83581,0,0.89367,0.88819,0.98124,0.23143,0.86708,0.86708,0.86161,0.85536
0.93041,0.89367,0,0.32525,0.64816,0.81783,0.96794,0.9742,0.96794,0.99296
0.91869,0.88819,0.32525,0,0.55512,0.86161,0.90539,0.95543,0.9742,0.99453
0.94996,0.98124,0.64816,0.55512,0,0.98749,0.98671,0.98749,0.97576,1
0.84285,0.23143,0.81783,0.86161,0.98749,0,0.76075,0.78577,0.71618,0.7545
0.92963,0.86708,0.96794,0.90539,0.98671,0.76075,0,0.20641,0.13761,0.093823
0.91165,0.86708,0.9742,0.95543,0.98749,0.78577,0.20641,0,0.087568,0.11259
0.92338,0.86161,0.96794,0.9742,0.97576,0.71618,0.13761,0.087568,0,0.20016
0.85457,0.85536,0.99296,0.99453,1,0.7545,0.093823,0.11259,0.20016,0
