0,0.24815,0.4223,0.61879,0.72291,0.74789,0.88874,0.86654,0.97397,1
0.24815,0,0.19358,0.38874,0.51017,0.59249,0.65724,0.74141,0.73216,0.88663
0.4223,0.19358,0,0.21485,0.31197,0.50251,0.53145,0.58073,0.65381,0.68961
0.61879,0.38874,0.21485,0,0.15936,0.36654,0.39152,0.53515,0.61654,0.58483
0.72291,0.51017,0.31197,0.15936,0,0.12487,0.2537,0.40354,0.49723,0.5148
0.74789,0.59249,0.50251,0.36654,0.12487,0,0.15354,0.26176,0.36007,0.38808
0.88874,0.65724,0.53145,0.39152,0.2537,0.15354,0,0.19054,0.21763,0.31501
0.86654,0.74141,0.58073,0.53515,0.40354,0.26176,0.19054,0,0.060122,0.20098
0.97397,0.73216,0.65381,0.61654,0.49723,0.36007,0.21763,0.060122,0,0.11773
1,0.88663,0.68961,0.58483,0.5148,0.38808,0.31501,0.20098,0.11773,0
